0
1
2
3
4
5
6
7
8
18780
         4609816 function calls (4606727 primitive calls) in 41.508 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 argparse.py:651(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:685(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:705(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:714(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:805(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:840(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:863(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:880(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:897(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:934(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:960(_CountAction)
        1    0.000    0.000    0.000    0.000 argparse.py:981(_HelpAction)
        1    0.009    0.009    0.009    0.009 arraypad.py:5(<module>)
        1    0.007    0.007    0.008    0.008 arrayprint.py:5(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:528(FloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:634(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:654(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:684(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:695(ComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:712(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:733(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arraysetops.py:26(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.003    0.003    0.169    0.169 artist.py:1(<module>)
        1    0.000    0.000    0.008    0.008 artist.py:1021(ArtistInspector)
       11    0.000    0.000    0.060    0.005 artist.py:1027(__init__)
       11    0.027    0.002    0.059    0.005 artist.py:1045(get_aliases)
      403    0.016    0.000    0.040    0.000 artist.py:1074(get_valid_values)
       11    0.031    0.003    0.121    0.011 artist.py:1103(_get_setters_and_targets)
     1465    0.007    0.000    0.010    0.000 artist.py:1141(is_alias)
      403    0.002    0.000    0.002    0.000 artist.py:1151(aliased_name)
       11    0.013    0.001    0.177    0.016 artist.py:1186(pprint_setters)
       11    0.000    0.000    0.237    0.022 artist.py:1476(kwdoc)
       25    0.000    0.000    0.000    0.000 artist.py:36(allow_rasterization)
        1    0.000    0.000    0.000    0.000 artist.py:78(Artist)
        1    0.000    0.000    0.000    0.000 ascii.py:13(Codec)
        1    0.000    0.000    0.000    0.000 ascii.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 ascii.py:24(IncrementalDecoder)
       56    0.000    0.000    0.008    0.000 ascii.py:25(decode)
        1    0.000    0.000    0.000    0.000 ascii.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 ascii.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 ascii.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 ascii.py:41(getregentry)
        1    0.000    0.000    0.000    0.000 ascii.py:8(<module>)
        1    0.000    0.000    0.000    0.000 atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 atexit.py:6(<module>)
